index,Category,Material,Recyclability_pct,Carbon_kgCO2,Biodegradability,Lifespan_years,Label,Variant
262,Coffee Filter,Stainless Steel Coffee Filter,93.9,2.237,1.0,19.16,Moderate,Recycled
678,Helmets,ABS Plastic Helmet,12.9,5.253,2.0,5.04,Not Sustainable,Premium
990,Stool,Plastic Stool,10.4,4.297,0.0,2.52,Not Sustainable,Low-Grade
918,Baby Bottles,Silicone Baby Bottle,28.6,1.313,2.3,9.13,Not Sustainable,Low-Grade
880,Reusable Straws,Steel Straw,93.8,3.931,0.3,25.93,Moderate,Premium
138,Toothbrushes,Plastic Toothbrush,30.3,7.221,2.2,3.34,Not Sustainable,Coated
600,Food Trays,Plastic Tray,20.4,7.89,1.7,2.81,Not Sustainable,Standard
831,Candles,Paraffin Wax Candle,24.8,5.175,1.9,0.26,Not Sustainable,Untreated
904,Baby Bottles,Glass Baby Bottle,90.6,1.558,2.4,13.3,Moderate,Standard
355,Disposable Cups,Paper Cup,76.4,1.335,93.2,0.1,Moderate,Low-Grade
887,Reusable Straws,Bamboo Straw,90.3,0.841,77.9,1.98,Moderate,Untreated
645,Car Cleaning Cloth,Cotton Cloth,79.0,3.345,73.6,3.77,Moderate,Untreated
30,Bottles,Steel Bottle,91.2,2.125,0.0,17.07,Moderate,Low-Grade
166,Lunchboxes,Steel Lunchbox,89.7,2.708,0.0,29.72,Moderate,Low-Grade
249,Coffee Filter,Disposable Plastic Coffee Pods,35.1,5.325,1.3,0.64,Not Sustainable,Recycled
308,Disposable Plates,Bagasse Plate,22.4,0.744,96.9,0.15,Not Sustainable,Coated
552,Rugs,Polyester Rug,29.4,3.534,0.0,4.81,Not Sustainable,Low-Grade
389,Phone Cases,Silicone Case,31.4,2.658,0.0,7.5,Not Sustainable,Recycled
959,Suitcase,Polycarbonate Suitcase,41.3,5.415,0.5,3.44,Not Sustainable,Untreated
876,Reusable Straws,Plastic Straw,56.5,5.487,1.6,1.19,Not Sustainable,Premium
772,Scale (Ruler),Wooden Ruler,84.0,1.596,62.0,16.56,Moderate,Standard
1082,Pan,Non-stick Pan,56.9,3.168,1.7,3.2,Not Sustainable,Untreated
1089,Pan,Aluminum Pan,86.5,2.991,0.7,18.36,Moderate,Premium
680,Helmets,ABS Plastic Helmet,24.2,5.667,0.1,3.89,Not Sustainable,Untreated
814,Candles,Soy Wax Candle,28.2,0.335,82.2,2.25,Moderate,Untreated
66,Plates,Plastic Plate,20.7,3.382,0.0,3.93,Not Sustainable,Standard
487,Wall Clocks,Wooden Wall Clock,81.5,1.494,68.5,9.64,Moderate,Standard
993,Spoon,Plastic Spoon,38.5,4.942,0.4,4.14,Not Sustainable,Recycled
399,Laptop Cooling Pads,Plastic Cooling Pad,42.6,6.395,0.8,4.71,Not Sustainable,Premium
255,Coffee Filter,Disposable Plastic Coffee Pods,52.6,3.913,0.9,2.67,Not Sustainable,Standard
910,Baby Bottles,Glass Baby Bottle,87.6,1.535,2.5,8.73,Moderate,Low-Grade
313,Disposable Plates,Areca Leaf Plate,86.4,0.851,90.2,1.12,Moderate,Standard
582,Food Trays,Plastic Tray,14.9,3.725,0.1,3.13,Not Sustainable,Standard
222,Food Wraps,Plastic Wrap,23.6,7.493,0.0,3.8,Not Sustainable,Premium
236,Food Wraps,Aluminum Foil,91.4,2.344,1.2,8.6,Moderate,Untreated
520,Curtains,Polyester Curtains,51.6,2.876,0.1,2.52,Not Sustainable,Untreated
606,Seedling Pots,Plastic Nursery Pot,55.0,6.351,1.4,2.33,Not Sustainable,Coated
306,Disposable Plates,Plastic Plate,17.8,4.223,3.4,2.84,Not Sustainable,Coated
527,Curtains,Cotton Curtains,72.5,2.496,53.5,0.73,Moderate,Untreated
705,Crayons,Plastic Wax Crayons,29.3,6.161,0.3,2.23,Not Sustainable,Premium
1055,Comb,Metal Comb,95.0,1.786,0.0,13.68,Moderate,Recycled
250,Coffee Filter,Stainless Steel Coffee Filter,90.9,3.942,0.5,14.14,Moderate,Coated
1003,Spoon,Bamboo Spoon,93.1,0.193,77.7,4.45,Eco-Friendly,Coated
498,Wall Clocks,Plastic Wall Clock,15.3,2.572,1.7,3.08,Not Sustainable,Premium
72,Plates,Plastic Plate,25.8,2.954,0.4,2.12,Not Sustainable,Premium
95,Brushes,Wooden Brush,95.4,1.294,69.0,17.17,Moderate,Standard
744,Geometry Boxes,Plastic Geometry Box,17.5,6.96,0.0,0.76,Not Sustainable,Recycled
34,Bags,Cotton Bag,70.4,2.886,35.2,2.12,Not Sustainable,Coated
1016,Spoon,Steel Spoon,90.9,2.607,0.0,15.19,Moderate,Coated
260,Coffee Filter,Paper Coffee Filter,83.3,0.428,83.5,0.1,Moderate,Premium
205,Cotton Pads,Organic Cotton Pads,90.0,1.703,52.5,2.35,Moderate,Low-Grade
465,Wallets,PU Leather Wallet,13.8,5.184,0.0,5.34,Not Sustainable,Low-Grade
742,Geometry Boxes,Plastic Geometry Box,44.1,4.449,0.8,1.74,Not Sustainable,Recycled
443,Belts,Cork Belt,85.0,1.215,87.1,10.86,Moderate,Standard
78,Plates,Plastic Plate,48.6,3.292,1.6,3.99,Not Sustainable,Recycled
85,Plates,Palm Leaf Plate,10.4,6.334,0.7,4.09,Not Sustainable,Recycled
586,Food Trays,Sugarcane Bagasse Tray,17.6,0.802,95.4,0.46,Not Sustainable,Premium
83,Plates,Bamboo Plate,93.9,0.463,72.0,5.49,Eco-Friendly,Recycled
589,Food Trays,Sugarcane Bagasse Tray,25.6,1.079,98.8,1.27,Not Sustainable,Untreated
523,Curtains,Cotton Curtains,88.7,3.304,76.5,2.7,Moderate,Standard
889,Reusable Straws,Steel Straw,89.7,4.34,0.0,11.96,Not Sustainable,Premium
883,Reusable Straws,Steel Straw,97.7,3.1,1.0,23.57,Moderate,Coated
882,Reusable Straws,Plastic Straw,59.3,7.203,0.0,1.22,Not Sustainable,Premium
433,Belts,Cork Belt,80.1,0.883,87.1,9.94,Moderate,Standard
540,Curtains,Polyester Curtains,56.1,4.246,0.0,1.42,Not Sustainable,Recycled
351,Disposable Cups,Plastic Cup,26.2,6.737,1.4,1.75,Not Sustainable,Untreated
801,Edible Packaging,Non-edible Plastic Straw,18.6,3.215,2.5,2.82,Not Sustainable,Untreated
6,Bottles,Steel Bottle,92.7,2.481,0.0,27.55,Moderate,Coated
311,Disposable Plates,Bagasse Plate,12.3,0.353,83.0,1.43,Not Sustainable,Untreated
553,Rugs,Jute Rug,91.7,1.223,82.7,5.34,Moderate,Untreated
105,Brushes,Plastic Brush,54.0,6.458,0.0,2.75,Not Sustainable,Coated
98,Brushes,Wooden Brush,93.8,1.34,79.3,23.51,Eco-Friendly,Coated
558,Rugs,Polyester Rug,39.8,6.125,3.1,1.28,Not Sustainable,Premium
774,Scale (Ruler),Plastic Ruler,51.0,2.686,1.1,3.44,Not Sustainable,Standard
315,Disposable Plates,Plastic Plate,27.4,7.766,0.0,2.98,Not Sustainable,Standard
753,Scale (Ruler),Plastic Ruler,47.1,4.195,0.9,1.25,Not Sustainable,Recycled
514,Curtains,Polyester Curtains,14.7,6.673,0.0,2.77,Not Sustainable,Standard
63,Plates,Plastic Plate,11.8,8.025,0.6,1.34,Not Sustainable,Coated
282,Cutting Boards,Plastic Cutting Board,29.1,4.805,0.8,2.01,Not Sustainable,Untreated
630,Seedling Pots,Plastic Nursery Pot,32.1,6.988,1.0,0.84,Not Sustainable,Untreated
267,Coffee Filter,Disposable Plastic Coffee Pods,54.4,4.851,1.3,1.62,Not Sustainable,Untreated
1069,Comb,Wooden Comb,90.5,2.619,83.6,22.43,Moderate,Coated
239,Food Wraps,Aluminum Foil,81.9,4.336,0.0,18.43,Not Sustainable,Standard
980,Stool,Metal Stool,93.8,2.609,0.2,12.53,Moderate,Low-Grade
146,Toothbrushes,Biodegradable Toothbrush,17.0,5.31,1.7,3.06,Not Sustainable,Standard
1037,Soap Holders,Bamboo Soap Dish,81.1,0.357,85.1,1.97,Moderate,Low-Grade
440,Belts,Leather Belt,29.9,8.109,11.0,7.59,Not Sustainable,Coated
627,Seedling Pots,Plastic Nursery Pot,37.2,4.741,1.8,4.18,Not Sustainable,Coated
119,Brushes,Wooden Brush,73.2,1.695,63.4,14.07,Moderate,Premium
952,Suitcase,Recycled Plastic Suitcase,38.8,6.158,0.4,0.58,Not Sustainable,Coated
531,Curtains,Cotton Curtains,61.4,1.355,77.5,0.91,Moderate,Premium
251,Coffee Filter,Paper Coffee Filter,63.6,0.636,96.3,0.16,Moderate,Untreated
588,Food Trays,Plastic Tray,26.7,5.176,2.7,4.78,Not Sustainable,Premium
286,Cutting Boards,Bamboo Cutting Board,87.7,0.8,87.0,3.93,Moderate,Recycled
632,Car Cleaning Cloth,Microfiber Cloth,14.2,3.746,2.1,2.09,Not Sustainable,Premium
10,Bottles,Steel Bottle,90.0,3.882,0.0,9.01,Not Sustainable,Standard
463,Wallets,Cork Wallet,73.2,0.321,87.0,7.59,Moderate,Untreated
197,Cotton Pads,Bamboo Cotton Pads,88.3,0.764,81.8,4.55,Moderate,Coated
737,Geometry Boxes,Metal Geometry Box,92.2,3.22,0.4,24.93,Moderate,Untreated
371,Phone Cases,Silicone Case,37.3,2.679,0.0,6.27,Not Sustainable,Standard
82,Plates,Palm Leaf Plate,13.7,2.747,0.4,3.65,Not Sustainable,Low-Grade
390,Phone Cases,Hard Plastic Case,58.2,6.536,0.0,1.4,Not Sustainable,Untreated
533,Curtains,Cotton Curtains,73.4,1.365,75.4,4.14,Moderate,Standard
594,Food Trays,Plastic Tray,30.0,7.149,0.0,4.63,Not Sustainable,Untreated
755,Scale (Ruler),Metal Ruler,87.1,2.667,0.0,22.47,Moderate,Low-Grade
567,Rugs,Polyester Rug,17.8,7.427,0.6,2.85,Not Sustainable,Low-Grade
240,Food Wraps,Plastic Wrap,47.6,3.809,0.0,3.74,Not Sustainable,Premium
1032,Soap Holders,Plastic Soap Dish,26.2,5.704,0.0,4.32,Not Sustainable,Coated
212,Food Wraps,Aluminum Foil,70.1,2.926,0.3,6.29,Not Sustainable,Premium
867,Reusable Cups,Plastic Cup,27.0,5.267,2.5,4.96,Not Sustainable,Coated
145,Toothbrushes,Bamboo Toothbrush,97.5,0.507,67.1,5.23,Eco-Friendly,Untreated
933,Suitcase,Aluminum Suitcase,84.1,2.414,0.0,8.77,Not Sustainable,Low-Grade
957,Suitcase,Aluminum Suitcase,89.3,5.412,0.0,12.73,Not Sustainable,Coated
228,Food Wraps,Plastic Wrap,22.4,4.092,1.0,2.61,Not Sustainable,Low-Grade
1027,Soap Holders,Bamboo Soap Dish,97.7,0.451,63.7,4.9,Eco-Friendly,Premium
813,Candles,Paraffin Wax Candle,40.6,6.557,0.0,2.6,Not Sustainable,Premium
534,Curtains,Polyester Curtains,56.3,7.765,0.0,0.97,Not Sustainable,Untreated
1066,Comb,Wooden Comb,94.5,0.656,78.8,13.39,Eco-Friendly,Low-Grade
178,Lunchboxes,Steel Lunchbox,99.9,2.862,0.0,26.37,Moderate,Coated
1073,Comb,Metal Comb,85.8,2.621,0.0,25.16,Moderate,Untreated
543,Rugs,Polyester Rug,18.6,4.754,0.0,4.03,Not Sustainable,Standard
136,Toothbrushes,Bamboo Toothbrush,90.5,0.596,91.4,4.62,Eco-Friendly,Recycled
1034,Soap Holders,Plastic Soap Dish,10.8,4.161,1.0,4.57,Not Sustainable,Premium
559,Rugs,Jute Rug,86.4,0.234,68.7,6.42,Eco-Friendly,Untreated
479,Wallets,Leather Wallet,48.3,12.197,11.4,7.1,Not Sustainable,Low-Grade
1107,Pan,Aluminum Pan,77.1,4.54,0.3,9.77,Not Sustainable,Recycled
8,Bottles,Plastic Bottle,38.1,6.924,0.3,1.15,Not Sustainable,Untreated
619,Seedling Pots,Coir Pot,19.8,1.429,42.4,3.11,Not Sustainable,Low-Grade
156,Lunchboxes,Bamboo Lunchbox,91.3,1.103,69.0,4.11,Moderate,Untreated
714,Crayons,Plastic Wax Crayons,30.2,6.847,0.0,0.92,Not Sustainable,Premium
358,Disposable Cups,Paper Cup,72.8,1.045,94.4,0.77,Moderate,Standard
932,Suitcase,Polycarbonate Suitcase,13.2,2.407,1.9,2.97,Not Sustainable,Coated
224,Food Wraps,Aluminum Foil,75.8,5.778,0.0,10.61,Not Sustainable,Coated
330,Disposable Plates,Plastic Plate,42.0,5.432,1.1,1.46,Not Sustainable,Premium
598,Food Trays,Sugarcane Bagasse Tray,12.8,1.089,91.5,0.75,Not Sustainable,Premium
968,Stool,Metal Stool,91.5,3.86,0.0,22.65,Moderate,Recycled
937,Suitcase,Recycled Plastic Suitcase,12.9,7.011,0.7,3.54,Not Sustainable,Premium
785,Edible Packaging,Edible Spoon,39.9,5.331,2.2,1.43,Not Sustainable,Premium
786,Edible Packaging,Non-edible Plastic Straw,17.8,4.485,2.7,1.25,Not Sustainable,Premium
754,Scale (Ruler),Wooden Ruler,74.4,1.423,77.9,22.24,Moderate,Untreated
482,Wall Clocks,Metal Wall Clock,86.6,3.67,0.0,18.15,Moderate,Recycled
508,Wall Clocks,Wooden Wall Clock,86.9,2.33,67.1,7.99,Moderate,Recycled
1058,Comb,Metal Comb,91.2,2.906,0.0,11.57,Moderate,Standard
1072,Comb,Wooden Comb,76.9,1.911,79.7,16.63,Moderate,Low-Grade
690,Helmets,ABS Plastic Helmet,30.4,3.704,0.9,2.32,Not Sustainable,Premium
562,Rugs,Jute Rug,88.1,1.085,70.0,9.4,Moderate,Coated
637,Car Cleaning Cloth,Cotton Cloth,61.6,2.565,33.8,4.32,Not Sustainable,Premium
1057,Comb,Wooden Comb,82.0,1.905,91.3,10.87,Moderate,Low-Grade
441,Belts,Cork Belt,80.8,1.168,81.6,4.65,Moderate,Recycled
709,Crayons,Beeswax Crayons,39.6,0.991,93.0,3.01,Moderate,Recycled
897,Reusable Straws,Plastic Straw,19.0,6.878,0.6,3.37,Not Sustainable,Standard
808,Edible Packaging,Edible Rice Straw,23.2,5.817,0.0,2.5,Not Sustainable,Recycled
164,Lunchboxes,Plastic Lunchbox,23.1,7.277,1.5,1.04,Not Sustainable,Standard
229,Food Wraps,Beeswax Food Wrap,21.0,0.211,95.4,4.63,Moderate,Coated
1065,Comb,Plastic Comb,56.0,6.172,1.5,1.64,Not Sustainable,Low-Grade
881,Reusable Straws,Bamboo Straw,81.1,1.047,92.2,5.37,Moderate,Low-Grade
213,Food Wraps,Plastic Wrap,36.7,4.061,0.0,2.04,Not Sustainable,Untreated
923,Baby Bottles,Plastic Baby Bottle,34.2,2.742,0.0,4.24,Not Sustainable,Coated
80,Plates,Bamboo Plate,89.4,0.374,61.0,2.82,Moderate,Low-Grade
149,Toothbrushes,Biodegradable Toothbrush,14.6,4.729,1.1,3.38,Not Sustainable,Low-Grade
303,Disposable Plates,Plastic Plate,35.5,3.077,0.0,0.61,Not Sustainable,Untreated
486,Wall Clocks,Plastic Wall Clock,55.8,3.693,0.5,1.92,Not Sustainable,Coated
1106,Pan,Non-stick Pan,11.0,5.619,0.5,1.54,Not Sustainable,Low-Grade
1077,Comb,Plastic Comb,24.3,5.766,1.7,3.44,Not Sustainable,Untreated
495,Wall Clocks,Plastic Wall Clock,21.3,5.67,0.8,3.89,Not Sustainable,Coated
44,Bags,Jute Bag,92.9,0.97,88.5,7.34,Moderate,Standard
724,Geometry Boxes,Plastic Geometry Box,39.0,5.636,0.0,3.75,Not Sustainable,Recycled
134,Toothbrushes,Biodegradable Toothbrush,40.8,3.08,1.4,2.82,Not Sustainable,Standard
727,Geometry Boxes,Metal Geometry Box,99.4,4.049,0.0,20.69,Moderate,Standard
623,Seedling Pots,Jiffy Peat Pot,27.4,1.786,21.4,8.24,Not Sustainable,Standard
667,Helmets,Recycled Polymer Helmet,79.2,3.849,0.0,10.46,Not Sustainable,Recycled
312,Disposable Plates,Plastic Plate,16.9,3.63,0.4,3.38,Not Sustainable,Untreated
409,Laptop Cooling Pads,Bamboo Cooling Stand,81.2,0.63,95.2,5.46,Moderate,Recycled
960,Suitcase,Aluminum Suitcase,70.6,5.209,0.9,12.88,Not Sustainable,Low-Grade
740,Geometry Boxes,Plastic Geometry Box,59.1,3.422,0.0,1.46,Not Sustainable,Coated
576,Food Trays,Plastic Tray,51.3,6.349,1.4,4.1,Not Sustainable,Premium
948,Suitcase,Aluminum Suitcase,77.6,5.146,0.0,7.04,Not Sustainable,Coated
988,Stool,Solid Wood Stool,64.5,1.793,66.6,12.9,Moderate,Untreated
908,Baby Bottles,Plastic Baby Bottle,56.9,3.862,0.0,4.88,Not Sustainable,Untreated
1,Bottles,Bamboo Bottle,95.4,0.784,71.0,5.07,Moderate,Low-Grade
423,Belts,Cork Belt,70.2,1.28,96.8,8.04,Moderate,Coated
361,Phone Cases,Biodegradable Case,34.7,1.818,89.3,0.8,Not Sustainable,Untreated
383,Phone Cases,Silicone Case,14.9,2.876,0.0,15.75,Not Sustainable,Premium
317,Disposable Plates,Bagasse Plate,39.0,0.07,79.9,0.1,Moderate,Recycled
934,Suitcase,Recycled Plastic Suitcase,16.5,4.879,0.0,1.63,Not Sustainable,Premium
476,Wallets,Leather Wallet,26.1,10.238,13.7,10.32,Not Sustainable,Low-Grade
854,Reusable Cups,Bamboo Cup,80.4,1.021,65.1,4.44,Moderate,Standard
671,Helmets,Recycled Polymer Helmet,51.7,2.55,0.0,8.09,Not Sustainable,Untreated
815,Candles,Beeswax Candle,34.3,1.118,95.3,0.95,Moderate,Premium
1011,Spoon,Plastic Spoon,43.1,6.508,1.2,5.09,Not Sustainable,Standard
1071,Comb,Plastic Comb,56.9,6.259,1.9,3.38,Not Sustainable,Standard
141,Toothbrushes,Plastic Toothbrush,48.8,2.524,1.7,2.17,Not Sustainable,Premium
173,Lunchboxes,Plastic Lunchbox,34.4,6.326,2.1,0.82,Not Sustainable,Standard
451,Wallets,Cork Wallet,81.1,1.229,85.8,7.25,Moderate,Premium
126,Toothbrushes,Plastic Toothbrush,23.1,7.118,0.8,1.73,Not Sustainable,Standard
546,Rugs,Polyester Rug,40.8,4.669,0.8,0.89,Not Sustainable,Premium
733,Geometry Boxes,Metal Geometry Box,85.9,3.478,0.0,8.96,Not Sustainable,Low-Grade
903,Baby Bottles,Silicone Baby Bottle,39.2,2.291,0.0,7.94,Not Sustainable,Untreated
1054,Comb,Wooden Comb,75.4,0.991,80.7,22.95,Moderate,Recycled
91,Brushes,Bamboo Brush,89.4,0.588,79.4,3.63,Moderate,Untreated
1076,Comb,Metal Comb,89.6,4.344,1.2,18.77,Moderate,Coated
182,Cotton Pads,Bamboo Cotton Pads,86.7,1.03,80.0,2.81,Moderate,Premium
364,Phone Cases,Biodegradable Case,39.1,0.933,91.3,1.23,Moderate,Premium
1064,Comb,Metal Comb,86.3,4.212,0.5,13.41,Not Sustainable,Low-Grade
275,Cutting Boards,Wooden Cutting Board,65.9,1.69,88.3,21.26,Moderate,Standard
843,Reusable Cups,Plastic Cup,49.0,4.232,0.8,3.97,Not Sustainable,Recycled
252,Coffee Filter,Disposable Plastic Coffee Pods,46.5,3.647,1.0,3.44,Not Sustainable,Low-Grade
70,Plates,Palm Leaf Plate,27.4,4.932,0.0,2.69,Not Sustainable,Premium
292,Cutting Boards,Bamboo Cutting Board,95.3,1.071,94.7,5.04,Moderate,Recycled
132,Toothbrushes,Plastic Toothbrush,31.3,6.377,0.0,0.95,Not Sustainable,Recycled
301,Disposable Plates,Areca Leaf Plate,76.8,0.043,81.5,0.1,Eco-Friendly,Recycled
571,Food Trays,Sugarcane Bagasse Tray,20.1,0.718,86.0,0.1,Not Sustainable,Coated
327,Disposable Plates,Plastic Plate,53.2,3.809,0.0,1.43,Not Sustainable,Coated
856,Reusable Cups,Steel Mug,88.2,1.33,0.4,27.45,Moderate,Coated
500,Wall Clocks,Metal Wall Clock,86.7,4.626,0.0,20.25,Moderate,Standard
568,Rugs,Jute Rug,87.4,0.765,89.9,7.52,Moderate,Standard
1070,Comb,Metal Comb,86.9,3.054,1.1,28.6,Moderate,Untreated
496,Wall Clocks,Wooden Wall Clock,75.5,2.252,80.5,10.93,Moderate,Standard
339,Disposable Cups,Plastic Cup,30.9,4.789,0.1,1.88,Not Sustainable,Untreated
811,Candles,Soy Wax Candle,33.9,0.744,84.3,4.24,Moderate,Premium
165,Lunchboxes,Bamboo Lunchbox,90.8,0.597,77.1,2.08,Moderate,Untreated
29,Bottles,Bamboo Bottle,89.0,0.877,88.7,3.38,Moderate,Low-Grade
517,Curtains,Cotton Curtains,89.1,1.952,72.1,5.08,Moderate,Premium
194,Cotton Pads,Bamboo Cotton Pads,96.6,0.554,90.6,6.09,Eco-Friendly,Premium
661,Helmets,Recycled Polymer Helmet,72.3,2.585,0.0,4.21,Not Sustainable,Untreated
170,Lunchboxes,Plastic Lunchbox,14.1,5.334,0.2,1.74,Not Sustainable,Low-Grade
603,Seedling Pots,Plastic Nursery Pot,14.2,4.109,0.0,3.26,Not Sustainable,Premium
174,Lunchboxes,Bamboo Lunchbox,87.4,1.086,92.4,3.09,Moderate,Premium
519,Curtains,Cotton Curtains,79.2,2.076,68.5,3.99,Moderate,Premium
778,Scale (Ruler),Wooden Ruler,83.9,2.489,78.1,11.1,Moderate,Low-Grade
596,Food Trays,Aluminum Tray,76.0,5.611,1.2,10.73,Not Sustainable,Low-Grade
492,Wall Clocks,Plastic Wall Clock,54.4,7.995,0.0,0.35,Not Sustainable,Untreated
74,Plates,Bamboo Plate,88.5,1.021,89.4,5.47,Moderate,Recycled
924,Baby Bottles,Silicone Baby Bottle,17.1,1.828,0.0,5.5,Not Sustainable,Untreated
235,Food Wraps,Beeswax Food Wrap,33.1,0.585,99.7,4.29,Moderate,Standard
215,Food Wraps,Aluminum Foil,86.6,4.346,0.0,16.51,Not Sustainable,Coated
800,Edible Packaging,Edible Spoon,59.6,6.765,0.8,4.14,Not Sustainable,Standard
133,Toothbrushes,Bamboo Toothbrush,81.6,1.066,80.2,2.09,Moderate,Premium
689,Helmets,Recycled Polymer Helmet,51.7,3.411,0.9,6.77,Not Sustainable,Premium
995,Spoon,Steel Spoon,99.2,1.635,0.7,28.89,Moderate,Recycled
186,Cotton Pads,Synthetic Cotton Pads,81.1,2.721,61.6,4.42,Moderate,Recycled
42,Bags,Polyester Bag,27.6,2.9,1.0,3.6,Not Sustainable,Premium
109,Brushes,Bamboo Brush,83.2,0.622,88.5,2.74,Moderate,Coated
718,Crayons,Beeswax Crayons,28.0,0.873,96.1,1.65,Moderate,Recycled
555,Rugs,Polyester Rug,42.4,4.511,0.0,3.06,Not Sustainable,Coated
844,Reusable Cups,Steel Mug,91.0,2.869,0.3,18.67,Moderate,Untreated
484,Wall Clocks,Wooden Wall Clock,90.2,2.103,79.9,18.03,Moderate,Standard
469,Wallets,Cork Wallet,83.3,0.756,90.6,10.71,Moderate,Recycled
25,Bottles,Bamboo Bottle,98.0,0.924,67.8,6.04,Moderate,Premium
913,Baby Bottles,Glass Baby Bottle,91.8,0.835,4.4,8.07,Moderate,Premium
579,Food Trays,Plastic Tray,56.9,5.722,0.5,2.2,Not Sustainable,Standard
974,Stool,Metal Stool,98.2,1.912,0.0,17.78,Moderate,Low-Grade
838,Candles,Soy Wax Candle,26.1,0.553,85.7,3.05,Moderate,Untreated
367,Phone Cases,Biodegradable Case,42.4,1.512,95.5,1.92,Moderate,Standard
712,Crayons,Beeswax Crayons,20.1,0.666,98.4,2.93,Moderate,Untreated
384,Phone Cases,Hard Plastic Case,52.6,4.669,0.0,2.24,Not Sustainable,Premium
455,Wallets,Leather Wallet,34.3,11.091,8.8,8.48,Not Sustainable,Untreated
265,Coffee Filter,Stainless Steel Coffee Filter,97.8,2.168,0.0,23.05,Moderate,Untreated
644,Car Cleaning Cloth,Microfiber Cloth,17.3,4.173,0.8,4.87,Not Sustainable,Recycled
826,Candles,Soy Wax Candle,14.6,0.44,94.7,1.45,Moderate,Premium
445,Belts,Cork Belt,91.6,0.449,87.1,9.3,Eco-Friendly,Low-Grade
396,Laptop Cooling Pads,Plastic Cooling Pad,52.4,5.996,1.9,1.79,Not Sustainable,Recycled
177,Lunchboxes,Bamboo Lunchbox,90.2,0.046,88.8,5.43,Eco-Friendly,Low-Grade
19,Bottles,Glass Bottle,95.3,1.689,3.8,12.38,Moderate,Coated
599,Food Trays,Aluminum Tray,91.5,2.14,1.0,7.25,Moderate,Recycled
1010,Spoon,Steel Spoon,95.8,3.434,0.0,21.63,Moderate,Premium
62,Plates,Bamboo Plate,80.8,0.234,89.8,3.21,Eco-Friendly,Low-Grade
273,Cutting Boards,Plastic Cutting Board,23.5,7.172,0.3,2.39,Not Sustainable,Recycled
1043,Soap Holders,Bamboo Soap Dish,93.4,0.498,80.3,4.96,Eco-Friendly,Premium
279,Cutting Boards,Plastic Cutting Board,33.2,6.047,0.4,3.29,Not Sustainable,Untreated
713,Crayons,Soy Crayons,16.6,0.688,93.1,4.64,Not Sustainable,Coated
369,Phone Cases,Hard Plastic Case,27.4,4.596,0.0,1.15,Not Sustainable,Recycled
781,Edible Packaging,Edible Rice Straw,16.6,6.132,1.9,2.88,Not Sustainable,Coated
696,Crayons,Plastic Wax Crayons,41.4,7.877,0.4,4.14,Not Sustainable,Premium
676,Helmets,ABS Plastic Helmet,38.7,5.684,0.9,3.14,Not Sustainable,Low-Grade
548,Rugs,Wool Rug,59.8,2.758,89.2,5.39,Moderate,Untreated
984,Stool,Plastic Stool,56.9,2.862,0.0,2.86,Not Sustainable,Standard
763,Scale (Ruler),Wooden Ruler,86.2,0.579,89.9,17.95,Eco-Friendly,Low-Grade
457,Wallets,Cork Wallet,78.5,1.93,88.9,5.02,Moderate,Low-Grade
394,Laptop Cooling Pads,Bamboo Cooling Stand,91.4,0.936,61.6,4.03,Moderate,Standard
1110,Pan,Aluminum Pan,70.5,4.065,0.0,11.63,Not Sustainable,Coated
812,Candles,Beeswax Candle,38.3,0.837,89.3,1.8,Moderate,Low-Grade
376,Phone Cases,Biodegradable Case,22.9,1.871,98.1,0.1,Not Sustainable,Standard
413,Laptop Cooling Pads,Metal Cooling Stand,88.4,2.369,0.0,25.73,Moderate,Coated
75,Plates,Plastic Plate,53.3,4.038,0.0,3.37,Not Sustainable,Coated
1039,Soap Holders,Bamboo Soap Dish,96.6,0.275,78.3,4.43,Eco-Friendly,Standard
501,Wall Clocks,Plastic Wall Clock,42.0,5.025,0.5,0.82,Not Sustainable,Coated
679,Helmets,Recycled Polymer Helmet,59.5,2.659,1.9,3.33,Not Sustainable,Standard
115,Brushes,Bamboo Brush,94.5,1.071,67.2,6.49,Moderate,Low-Grade
418,Laptop Cooling Pads,Bamboo Cooling Stand,95.0,0.558,77.6,2.86,Moderate,Coated
90,Plates,Plastic Plate,31.8,4.055,0.0,1.15,Not Sustainable,Low-Grade
1063,Comb,Wooden Comb,66.4,1.291,84.7,19.08,Moderate,Untreated
499,Wall Clocks,Wooden Wall Clock,75.5,1.191,77.3,8.7,Moderate,Standard
1007,Spoon,Steel Spoon,94.8,2.81,0.4,22.91,Moderate,Premium
746,Geometry Boxes,Plastic Geometry Box,53.3,6.536,0.4,1.51,Not Sustainable,Recycled
12,Bottles,Plastic Bottle,27.2,2.804,0.2,1.65,Not Sustainable,Untreated
397,Laptop Cooling Pads,Bamboo Cooling Stand,97.0,1.011,72.3,7.12,Moderate,Low-Grade
788,Edible Packaging,Edible Spoon,51.0,5.808,1.4,4.15,Not Sustainable,Standard
954,Suitcase,Aluminum Suitcase,84.4,3.536,0.0,12.15,Not Sustainable,Premium
43,Bags,Cotton Bag,64.7,2.234,46.9,3.14,Not Sustainable,Untreated
168,Lunchboxes,Bamboo Lunchbox,87.2,0.78,78.4,4.29,Moderate,Low-Grade
